number,cop.lake,cop.isol.date,worm.fam,worm.lake,worm.expo.date,plate,well.numb,date.dissected,infected.yes.no,cop.sex,numb.worm,note,,,,,,,,,,,,,,,
1382,ech,10/15/18,g2,gos,10/21/18,p14,3,11/10/18,y,f,1,,,,,,,,,,,,,,,,
1383,ech,10/15/18,g2,gos,10/21/18,p14,3,11/10/18,y,f,2,,,,,,,,,,,,,,,,
1384,ech,10/15/18,g2,gos,10/21/18,p14,3,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1385,ech,10/15/18,g2,gos,10/21/18,p14,3,11/10/18,y,f,1,,,,,,,,,,,,,,,,
1386,ech,10/15/18,g2,gos,10/21/18,p14,3,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1387,rob,10/5/18,g7ax1a,gos,10/22/18,p14,5,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1388,rob,10/5/18,g7ax1a,gos,10/22/18,p14,5,11/10/18,n,m,0,,,,,,,,,,,,,,,,
1389,rob,10/5/18,g7ax1a,gos,10/22/18,p14,5,11/10/18,y,m,1,,,,,,,,,,,,,,,,
1390,rob,10/5/18,g7ax1a,gos,10/22/18,p14,5,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1391,rob,10/5/18,g7ax1a,gos,10/22/18,p14,5,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1392,rob,10/5/18,g7ax1a,gos,10/22/18,p14,5,11/10/18,n,m,0,,,,,,,,,,,,,,,,
1393,boo,10/4/18,boo11bx1a,boo,10/22/18,p14,6,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1394,boo,10/4/18,boo11bx1a,boo,10/22/18,p14,6,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1395,boo,10/4/18,boo11bx1a,boo,10/22/18,p14,6,11/10/18,y,f,1,,,,,,,,,,,,,,,,
1396,boo,10/4/18,boo11bx1a,boo,10/22/18,p14,6,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1397,boo,10/4/18,boo11bx1a,boo,10/22/18,p14,6,11/10/18,y,f,1,,,,,,,,,,,,,,,,
1398,boo,10/4/18,boo11bx1a,boo,10/22/18,p14,6,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1399,boo,10/4/18,boo11bx1a,boo,10/22/18,p14,6,11/10/18,y,f,1,,,,,,,,,,,,,,,,
1400,boo,10/4/18,boo11bx1a,boo,10/22/18,p14,6,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1401,boo,10/4/18,boo11bx1a,boo,10/22/18,p14,6,11/10/18,y,f,1,,,,,,,,,,,,,,,,
1402,gos,10/15/18,g10ax12a,gos,10/22/18,p36,2,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1403,gos,10/15/18,g10ax12a,gos,10/22/18,p36,2,11/10/18,y,f,2,,,,,,,,,,,,,,,,
1404,gos,10/15/18,g10ax12a,gos,10/22/18,p36,2,11/10/18,y,f,3,,,,,,,,,,,,,,,,
1405,gos,10/15/18,g10ax12a,gos,10/22/18,p36,2,11/10/18,y,f,2,,,,,,,,,,,,,,,,
1406,gos,10/15/18,g10ax12a,gos,10/22/18,p36,2,11/10/18,y,f,1,,,,,,,,,,,,,,,,
1407,gos,10/15/18,g10ax12a,gos,10/22/18,p36,2,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1408,gos,10/15/18,g10ax12a,gos,10/22/18,p36,2,11/10/18,y,f,1,,,,,,,,,,,,,,,,
1409,gos,10/15/18,g10ax12a,gos,10/22/18,p36,2,11/10/18,y,f,3,,,,,,,,,,,,,,,,
1410,rob,10/6/18,g10ax12a,gos,10/22/18,p36,5,11/10/18,y,m,1,,,,,,,,,,,,,,,,
1411,rob,10/6/18,g10ax12a,gos,10/22/18,p36,5,11/10/18,y,m,1,,,,,,,,,,,,,,,,
1412,lau,10/11/18,boo2ax2c,boo,10/22/18,p19,6,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1413,lau,10/11/18,boo2ax2c,boo,10/22/18,p19,6,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1414,lau,10/11/18,boo2ax2c,boo,10/22/18,p19,6,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1415,lau,10/11/18,boo2ax2c,boo,10/22/18,p19,6,11/10/18,y,f,1,,,,,,,,,,,,,,,,
1416,lau,10/11/18,boo2ax2c,boo,10/22/18,p19,6,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1417,lau,10/11/18,boo2ax2c,boo,10/22/18,p19,6,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1418,lau,10/11/18,boo2ax2c,boo,10/22/18,p19,6,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1419,lau,10/11/18,boo2ax2c,boo,10/22/18,p19,6,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1420,boo,10/4/18,ech3ax1a,ech,10/22/18,p9,3,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1421,boo,10/4/18,ech3ax1a,ech,10/22/18,p9,3,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1422,boo,10/4/18,ech3ax1a,ech,10/22/18,p9,3,11/10/18,y,f,1,,,,,,,,,,,,,,,,
1423,boo,10/4/18,ech3ax1a,ech,10/22/18,p9,3,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1424,boo,10/4/18,ech3ax1a,ech,10/22/18,p9,3,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1425,boo,10/4/18,ech3ax1a,ech,10/22/18,p9,3,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1426,boo,10/4/18,ech3ax1a,ech,10/22/18,p9,3,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1427,gos,10/14/18,g2,gos,10/21/18,p46,2,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1428,gos,10/14/18,g2,gos,10/21/18,p46,2,11/10/18,y,f,1,,,,,,,,,,,,,,,,
1429,gos,10/14/18,g2,gos,10/21/18,p46,2,11/10/18,y,f,1,,,,,,,,,,,,,,,,
1430,gos,10/14/18,g2,gos,10/21/18,p46,2,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1431,gos,10/14/18,g2,gos,10/21/18,p46,2,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1432,gos,10/14/18,g2,gos,10/21/18,p46,2,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1433,gos,10/14/18,g2,gos,10/21/18,p46,2,11/10/18,y,f,1,,,,,,,,,,,,,,,,
1434,gos,10/14/18,g2,gos,10/21/18,p46,2,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1435,rob,10/5/18,boo2ax2c,boo,10/22/18,p46,3,11/10/18,y,f,1,,,,,,,,,,,,,,,,
1436,rob,10/5/18,boo2ax2c,boo,10/22/18,p46,3,11/10/18,n,m,0,,,,,,,,,,,,,,,,
1437,rob,10/5/18,boo2ax2c,boo,10/22/18,p46,3,11/10/18,n,m,0,,,,,,,,,,,,,,,,
1438,boo,10/4/18,g10ax12a,gos,10/21/18,p46,4,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1439,boo,10/4/18,g10ax12a,gos,10/21/18,p46,4,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1440,boo,10/4/18,g10ax12a,gos,10/21/18,p46,4,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1441,boo,10/4/18,g10ax12a,gos,10/21/18,p46,4,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1442,boo,10/4/18,g10ax12a,gos,10/21/18,p46,4,11/10/18,y,f,1,,,,,,,,,,,,,,,,
1443,boo,10/4/18,g10ax12a,gos,10/21/18,p46,4,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1444,boo,10/4/18,g10ax12a,gos,10/21/18,p46,4,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1445,ech,10/15/18,ech27ax31a,ech,10/21/18,p46,6,11/10/18,y,f,1,,,,,,,,,,,,,,,,
1446,ech,10/15/18,ech27ax31a,ech,10/21/18,p46,6,11/10/18,y,f,2,,,,,,,,,,,,,,,,
1447,ech,10/15/18,ech27ax31a,ech,10/21/18,p46,6,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1448,ech,10/15/18,ech27ax31a,ech,10/21/18,p46,6,11/10/18,y,f,1,,,,,,,,,,,,,,,,
1449,ech,10/15/18,ech27ax31a,ech,10/21/18,p46,6,11/10/18,y,f,1,,,,,,,,,,,,,,,,
1450,ech,10/15/18,ech27ax31a,ech,10/21/18,p46,6,11/10/18,y,f,2,,,,,,,,,,,,,,,,
1451,ech,10/15/18,ech27ax31a,ech,10/21/18,p46,6,11/10/18,y,f,1,,,,,,,,,,,,,,,,
1452,boo,10/4/18,boo2ax2c,boo,10/22/18,p34,1,11/10/18,y,f,2,,,,,,,,,,,,,,,,
1453,boo,10/4/18,boo2ax2c,boo,10/22/18,p34,1,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1454,boo,10/4/18,boo2ax2c,boo,10/22/18,p34,1,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1455,rob,10/5/18,ech3ax1a,ech,10/22/18,p34,4,11/10/18,y,m,1,,,,,,,,,,,,,,,,
1456,rob,10/5/18,ech3ax1a,ech,10/22/18,p34,4,11/10/18,y,m,1,,,,,,,,,,,,,,,,
1457,rob,10/5/18,ech3ax1a,ech,10/22/18,p34,4,11/10/18,y,m,1,,,,,,,,,,,,,,,,
1458,rob,10/5/18,ech3ax1a,ech,10/22/18,p34,4,11/10/18,n,m,0,,,,,,,,,,,,,,,,
1459,rob,10/5/18,ech3ax1a,ech,10/22/18,p34,4,11/10/18,y,m,1,,,,,,,,,,,,,,,,
1460,rob,10/5/18,ech3ax1a,ech,10/22/18,p34,4,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1461,rob,10/5/18,ech3ax1a,ech,10/22/18,p34,4,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1462,rob,10/5/18,ech3ax1a,ech,10/22/18,p34,4,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1463,boo,10/4/18,g10ax12a,gos,10/21/18,p34,5,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1464,boo,10/4/18,g10ax12a,gos,10/21/18,p34,5,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1465,boo,10/4/18,g10ax12a,gos,10/21/18,p34,5,11/10/18,y,f,1,,,,,,,,,,,,,,,,
1466,boo,10/4/18,g10ax12a,gos,10/21/18,p34,5,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1467,boo,10/4/18,g10ax12a,gos,10/21/18,p34,5,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1468,boo,10/4/18,g10ax12a,gos,10/21/18,p34,5,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1469,boo,10/4/18,g10ax12a,gos,10/21/18,p34,5,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1470,gos,10/15/18,g2,gos,10/21/18,p3,3,11/10/18,y,f,1,,,,,,,,,,,,,,,,
1471,gos,10/15/18,g2,gos,10/21/18,p3,3,11/10/18,n,m,0,,,,,,,,,,,,,,,,
1472,gos,10/15/18,g2,gos,10/21/18,p3,3,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1473,gos,10/15/18,g2,gos,10/21/18,p3,3,11/10/18,y,f,2,,,,,,,,,,,,,,,,
1474,gos,10/15/18,g2,gos,10/21/18,p3,3,11/10/18,y,m,1,,,,,,,,,,,,,,,,
1475,gos,10/15/18,g2,gos,10/21/18,p3,3,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1476,gos,10/15/18,g2,gos,10/21/18,p3,3,11/10/18,y,f,2,,,,,,,,,,,,,,,,
1477,lau,10/12/18,echbulk,ech,10/22/18,p3,6,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1478,lau,10/12/18,echbulk,ech,10/22/18,p3,6,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1479,lau,10/12/18,echbulk,ech,10/22/18,p3,6,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1480,lau,10/12/18,echbulk,ech,10/22/18,p3,6,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1481,lau,10/12/18,echbulk,ech,10/22/18,p3,6,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1482,lau,10/12/18,echbulk,ech,10/22/18,p3,6,11/10/18,y,m,1,,,,,,,,,,,,,,,,
1483,lau,10/12/18,echbulk,ech,10/22/18,p3,6,11/10/18,n,m,0,,,,,,,,,,,,,,,,
1484,lau,10/12/18,echbulk,ech,10/22/18,p3,6,11/10/18,y,m,1,,,,,,,,,,,,,,,,
1485,lau,10/12/18,echbulk,ech,10/22/18,p3,6,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1486,lau,10/11/18,ech3ax1a,ech,10/22/18,p13,1,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1487,lau,10/11/18,ech3ax1a,ech,10/22/18,p13,1,11/10/18,n,m,0,,,,,,,,,,,,,,,,
1488,lau,10/11/18,ech3ax1a,ech,10/22/18,p13,1,11/10/18,y,f,1,,,,,,,,,,,,,,,,
1489,lau,10/11/18,ech3ax1a,ech,10/22/18,p13,1,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1490,lau,10/11/18,ech3ax1a,ech,10/22/18,p13,1,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1491,lau,10/11/18,ech3ax1a,ech,10/22/18,p13,1,11/10/18,n,m,0,,,,,,,,,,,,,,,,
1492,lau,10/11/18,ech3ax1a,ech,10/22/18,p13,1,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1493,lau,10/11/18,ech3ax1a,ech,10/22/18,p13,1,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1494,boo,10/4/18,boobulk,boo,10/22/18,p6,3,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1495,boo,10/4/18,boobulk,boo,10/22/18,p6,3,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1496,boo,10/4/18,boobulk,boo,10/22/18,p6,3,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1497,boo,10/4/18,boobulk,boo,10/22/18,p6,3,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1498,boo,10/4/18,boobulk,boo,10/22/18,p6,3,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1499,gos,10/15/18,boo2ax2c,boo,10/22/18,p6,4,11/10/18,y,f,3,,,,,,,,,,,,,,,,
1500,gos,10/15/18,boo2ax2c,boo,10/22/18,p6,4,11/10/18,y,f,1,,,,,,,,,,,,,,,,
1501,gos,10/15/18,boo2ax2c,boo,10/22/18,p6,4,11/10/18,y,f,1,,,,,,,,,,,,,,,,
1502,gos,10/15/18,boo2ax2c,boo,10/22/18,p6,4,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1503,gos,10/15/18,boo2ax2c,boo,10/22/18,p6,4,11/10/18,y,f,2,,,,,,,,,,,,,,,,
1504,gos,10/15/18,boo2ax2c,boo,10/22/18,p6,4,11/10/18,y,f,1,,,,,,,,,,,,,,,,
1505,ech,10/15/18,g2,gos,10/21/18,p6,6,11/10/18,y,f,1,,,,,,,,,,,,,,,,
1506,ech,10/15/18,g2,gos,10/21/18,p6,6,11/10/18,y,f,2,,,,,,,,,,,,,,,,
1507,ech,10/15/18,g2,gos,10/21/18,p6,6,11/10/18,y,f,2,,,,,,,,,,,,,,,,
1508,ech,10/15/18,g2,gos,10/21/18,p6,6,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1509,ech,10/15/18,g2,gos,10/21/18,p6,6,11/10/18,y,f,1,,,,,,,,,,,,,,,,
1510,ech,10/15/18,g2,gos,10/21/18,p6,6,11/10/18,y,f,1,,,,,,,,,,,,,,,,
1511,ech,10/15/18,g2,gos,10/21/18,p6,6,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1512,gos,10/14/18,g7ax1a,gos,10/22/18,p16,1,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1513,gos,10/14/18,g7ax1a,gos,10/22/18,p16,1,11/10/18,y,f,1,,,,,,,,,,,,,,,,
1514,gos,10/14/18,g7ax1a,gos,10/22/18,p16,1,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1515,gos,10/14/18,g7ax1a,gos,10/22/18,p16,1,11/10/18,y,f,1,,,,,,,,,,,,,,,,
1516,gos,10/14/18,g7ax1a,gos,10/22/18,p16,1,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1517,gos,10/14/18,g7ax1a,gos,10/22/18,p16,1,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1518,gos,10/14/18,g7ax1a,gos,10/22/18,p16,1,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1519,rob,10/8/18,g2,gos,10/21/18,p26,1,11/10/18,n,m,0,,,,,,,,,,,,,,,,
1520,boo,10/4/18,echbulk,ech,10/22/18,p26,4,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1521,boo,10/4/18,echbulk,ech,10/22/18,p26,4,11/10/18,y,f,1,,,,,,,,,,,,,,,,
1522,boo,10/4/18,echbulk,ech,10/22/18,p26,4,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1523,boo,10/4/18,echbulk,ech,10/22/18,p26,4,11/10/18,y,f,1,,,,,,,,,,,,,,,,
1524,boo,10/4/18,echbulk,ech,10/22/18,p26,4,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1525,boo,10/4/18,echbulk,ech,10/22/18,p26,4,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1526,boo,10/4/18,echbulk,ech,10/22/18,p26,4,11/10/18,y,f,1,,,,,,,,,,,,,,,,
1527,gos,10/15/18,boobulk,boo,10/22/18,p11,4,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1528,gos,10/15/18,boobulk,boo,10/22/18,p11,4,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1529,gos,10/15/18,boobulk,boo,10/22/18,p11,4,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1530,gos,10/15/18,boobulk,boo,10/22/18,p11,4,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1531,gos,10/15/18,boobulk,boo,10/22/18,p11,4,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1532,gos,10/15/18,boobulk,boo,10/22/18,p11,4,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1533,gos,10/15/18,boobulk,boo,10/22/18,p11,4,11/10/18,y,f,1,,,,,,,,,,,,,,,,
1534,gos,10/15/18,boobulk,boo,10/22/18,p11,4,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1535,gos,10/15/18,boobulk,boo,10/22/18,p11,4,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1536,gos,10/15/18,boobulk,boo,10/22/18,p11,4,11/10/18,y,m,1,,,,,,,,,,,,,,,,
1537,ech,10/15/18,g2,gos,10/21/18,p22,1,11/10/18,y,f,1,,,,,,,,,,,,,,,,
1538,ech,10/15/18,g2,gos,10/21/18,p22,1,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1539,ech,10/15/18,g2,gos,10/21/18,p22,1,11/10/18,y,f,2,,,,,,,,,,,,,,,,
1540,ech,10/15/18,g2,gos,10/21/18,p22,1,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1541,ech,10/15/18,g2,gos,10/21/18,p22,1,11/10/18,y,f,2,,,,,,,,,,,,,,,,
1542,ech,10/15/18,g2,gos,10/21/18,p22,1,11/10/18,y,f,1,,,,,,,,,,,,,,,,
1543,ech,10/15/18,g2,gos,10/21/18,p22,1,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1544,boo,10/4/18,ech27ax31a,ech,10/22/18,p37,4,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1545,boo,10/4/18,ech27ax31a,ech,10/22/18,p37,4,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1546,boo,10/4/18,ech27ax31a,ech,10/22/18,p37,4,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1547,boo,10/4/18,ech27ax31a,ech,10/22/18,p37,4,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1548,boo,10/4/18,ech27ax31a,ech,10/22/18,p37,4,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1549,boo,10/4/18,ech27ax31a,ech,10/22/18,p37,4,11/10/18,y,f,1,,,,,,,,,,,,,,,,
1550,boo,10/4/18,ech27ax31a,ech,10/22/18,p37,4,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1551,boo,10/4/18,ech27ax31a,ech,10/22/18,p37,4,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1552,ech,10/14/18,g2,gos,10/21/18,p37,5,11/10/18,y,f,2,,,,,,,,,,,,,,,,
1553,ech,10/14/18,g2,gos,10/21/18,p37,5,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1554,ech,10/14/18,g2,gos,10/21/18,p37,5,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1555,ech,10/14/18,g2,gos,10/21/18,p37,5,11/10/18,y,f,1,,,,,,,,,,,,,,,,
1556,ech,10/14/18,g2,gos,10/21/18,p37,5,11/10/18,y,f,1,,,,,,,,,,,,,,,,
1557,ech,10/14/18,g2,gos,10/21/18,p37,5,11/10/18,n,m,0,,,,,,,,,,,,,,,,
1558,ech,10/14/18,g2,gos,10/21/18,p37,5,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1559,ech,10/14/18,g2,gos,10/21/18,p37,5,11/10/18,y,f,2,,,,,,,,,,,,,,,,
1560,lau,10/11/18,g10ax12a,gos,10/22/18,p37,6,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1561,lau,10/11/18,g10ax12a,gos,10/22/18,p37,6,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1562,lau,10/11/18,g10ax12a,gos,10/22/18,p37,6,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1563,lau,10/11/18,g10ax12a,gos,10/22/18,p37,6,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1564,lau,10/11/18,g10ax12a,gos,10/22/18,p37,6,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1565,lau,10/11/18,g10ax12a,gos,10/22/18,p37,6,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1566,lau,10/11/18,g10ax12a,gos,10/22/18,p37,6,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1567,lau,10/11/18,g10ax12a,gos,10/22/18,p37,6,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1568,lau,10/11/18,g10ax12a,gos,10/22/18,p37,6,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1569,rob,10/6/18,g2,gos,10/22/18,p15,1,11/10/18,n,m,0,,,,,,,,,,,,,,,,
1570,rob,10/6/18,g2,gos,10/22/18,p15,1,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1571,rob,10/6/18,g2,gos,10/22/18,p15,1,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1572,rob,10/6/18,g2,gos,10/22/18,p15,1,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1573,rob,10/6/18,g2,gos,10/22/18,p15,1,11/10/18,n,m,0,,,,,,,,,,,,,,,,
1574,boo,10/4/18,g10ax12a,gos,10/21/18,p15,2,11/10/18,y,f,1,,,,,,,,,,,,,,,,
1575,boo,10/4/18,g10ax12a,gos,10/21/18,p15,2,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1576,boo,10/4/18,g10ax12a,gos,10/21/18,p15,2,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1577,boo,10/4/18,g10ax12a,gos,10/21/18,p15,2,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1578,boo,10/4/18,g10ax12a,gos,10/21/18,p15,2,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1579,boo,10/4/18,g10ax12a,gos,10/21/18,p15,2,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1580,boo,10/4/18,g10ax12a,gos,10/21/18,p15,2,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1581,rob,10/6/18,g2,gos,10/21/18,p15,4,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1582,rob,10/6/18,g2,gos,10/21/18,p15,4,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1583,rob,10/6/18,echbulk,ech,10/22/18,p43,3,11/11/18,n,f,0,,,,,,,,,,,,,,,,
1584,boo,10/2/18,g10ax12a,gos,10/21/18,p43,5,11/11/18,n,f,0,,,,,,,,,,,,,,,,
1585,boo,10/2/18,g10ax12a,gos,10/21/18,p43,5,11/11/18,n,f,0,,,,,,,,,,,,,,,,
1586,boo,10/2/18,g10ax12a,gos,10/21/18,p43,5,11/11/18,n,f,0,,,,,,,,,,,,,,,,
1587,boo,10/2/18,g10ax12a,gos,10/21/18,p43,5,11/11/18,n,f,0,,,,,,,,,,,,,,,,
1588,rob,10/8/18,g10ax12a,gos,10/21/18,p7,3,11/11/18,n,f,0,,,,,,,,,,,,,,,,
1589,rob,10/8/18,g10ax12a,gos,10/21/18,p7,3,11/11/18,y,m,1,,,,,,,,,,,,,,,,
1590,rob,10/8/18,g10ax12a,gos,10/21/18,p7,3,11/11/18,n,m,0,,,,,,,,,,,,,,,,
1591,rob,10/8/18,g10ax12a,gos,10/21/18,p7,3,11/11/18,n,m,0,,,,,,,,,,,,,,,,
1592,boo,10/4/18,g2,gos,10/21/18,p7,4,11/11/18,y,f,1,,,,,,,,,,,,,,,,
1593,boo,10/4/18,g2,gos,10/21/18,p7,4,11/11/18,n,f,0,,,,,,,,,,,,,,,,
1594,boo,10/4/18,g7ax1a,gos,10/22/18,p48,1,11/11/18,n,f,0,,,,,,,,,,,,,,,,
1595,boo,10/4/18,g7ax1a,gos,10/22/18,p48,1,11/11/18,n,f,0,,,,,,,,,,,,,,,,
1596,boo,10/4/18,g7ax1a,gos,10/22/18,p48,1,11/11/18,y,f,1,,,,,,,,,,,,,,,,
1597,boo,10/4/18,g7ax1a,gos,10/22/18,p48,1,11/11/18,n,f,0,,,,,,,,,,,,,,,,
1598,boo,10/4/18,g7ax1a,gos,10/22/18,p48,1,11/11/18,n,f,0,,,,,,,,,,,,,,,,
1599,boo,10/4/18,g7ax1a,gos,10/22/18,p48,1,11/11/18,n,f,0,,,,,,,,,,,,,,,,
1600,ech,10/15/18,g2,gos,10/21/18,p48,3,11/11/18,y,f,3,,,,,,,,,,,,,,,,
1601,ech,10/15/18,g2,gos,10/21/18,p48,3,11/11/18,y,f,1,,,,,,,,,,,,,,,,
1602,ech,10/15/18,g2,gos,10/21/18,p48,3,11/11/18,y,f,1,,,,,,,,,,,,,,,,
1603,gos,10/15/18,g2,gos,10/22/18,p35,5,11/11/18,n,f,0,,,,,,,,,,,,,,,,
1604,gos,10/15/18,g2,gos,10/22/18,p35,5,11/11/18,n,f,0,,,,,,,,,,,,,,,,
1605,lau,10/11/18,g2,gos,10/21/18,p4,3,11/11/18,n,f,0,,,,,,,,,,,,,,,,
1606,lau,10/11/18,g2,gos,10/21/18,p4,3,11/11/18,n,f,0,,,,,,,,,,,,,,,,
1607,lau,10/11/18,g2,gos,10/21/18,p4,3,11/11/18,y,f,1,,,,,,,,,,,,,,,,
1608,lau,10/11/18,g2,gos,10/21/18,p4,3,11/11/18,n,f,0,,,,,,,,,,,,,,,,
1609,lau,10/11/18,g2,gos,10/21/18,p4,3,11/11/18,n,m,0,,,,,,,,,,,,,,,,
1610,lau,10/11/18,g2,gos,10/21/18,p4,3,11/11/18,n,f,0,,,,,,,,,,,,,,,,
1611,lau,10/11/18,g2,gos,10/21/18,p4,3,11/11/18,n,f,0,,,,,,,,,,,,,,,,
1612,lau,10/11/18,g2,gos,10/21/18,p4,3,11/11/18,n,f,0,,,,,,,,,,,,,,,,
1613,lau,10/11/18,g2,gos,10/21/18,p4,3,11/11/18,n,f,0,,,,,,,,,,,,,,,,
