number,cop.lake,cop.isol.date,worm.fam,worm.lake,worm.expo.date,plate,well.numb,date.dissected,infected.yes.no,cop.sex,numb.worm,note,,,,,,,,,,,,,,,
692,ech,10/14/18,boobulk,boo,10/17/18,p17,6,11/07/18,y,f,1,,,,,,,,,,,,,,,,
693,ech,10/14/18,boobulk,boo,10/17/18,p17,6,11/07/18,y,f,3,,,,,,,,,,,,,,,,
694,ech,10/14/18,boobulk,boo,10/17/18,p17,6,11/07/18,n,f,0,,,,,,,,,,,,,,,,
695,ech,10/14/18,boobulk,boo,10/17/18,p17,6,11/07/18,n,f,0,,,,,,,,,,,,,,,,
696,ech,10/14/18,boobulk,boo,10/17/18,p17,6,11/07/18,y,f,1,,,,,,,,,,,,,,,,
697,ech,10/14/18,boobulk,boo,10/17/18,p17,6,11/07/18,y,f,3,,,,,,,,,,,,,,,,
698,ech,10/14/18,boobulk,boo,10/17/18,p17,6,11/07/18,y,f,2,,,,,,,,,,,,,,,,
699,ech,10/14/18,boobulk,boo,10/17/18,p17,6,11/07/18,n,f,0,,,,,,,,,,,,,,,,
700,ech,10/14/18,boobulk,boo,10/17/18,p17,6,11/07/18,y,f,1,,,,,,,,,,,,,,,,
701,ech,10/15/18,echbulk,ech,10/17/18,p7,1,11/07/18,y,f,1,,,,,,,,,,,,,,,,
702,ech,10/15/18,echbulk,ech,10/17/18,p7,1,11/07/18,y,f,2,,,,,,,,,,,,,,,,
703,ech,10/15/18,echbulk,ech,10/17/18,p7,1,11/07/18,n,f,0,,,,,,,,,,,,,,,,
704,ech,10/15/18,echbulk,ech,10/17/18,p7,1,11/07/18,y,f,2,,,,,,,,,,,,,,,,
705,ech,10/15/18,echbulk,ech,10/17/18,p7,1,11/07/18,y,f,1,,,,,,,,,,,,,,,,
706,ech,10/15/18,echbulk,ech,10/17/18,p7,1,11/07/18,y,f,1,,,,,,,,,,,,,,,,
707,gos,10/15/18,ech3ax1a,ech,10/17/18,p7,2,11/07/18,y,f,1,,,,,,,,,,,,,,,,
708,gos,10/15/18,ech3ax1a,ech,10/17/18,p7,2,11/07/18,y,f,2,,,,,,,,,,,,,,,,
709,gos,10/15/18,ech3ax1a,ech,10/17/18,p7,2,11/07/18,n,f,0,,,,,,,,,,,,,,,,
710,gos,10/15/18,ech3ax1a,ech,10/17/18,p7,2,11/07/18,n,f,0,,,,,,,,,,,,,,,,
711,gos,10/15/18,ech3ax1a,ech,10/17/18,p7,2,11/07/18,y,f,2,,,,,,,,,,,,,,,,
712,gos,10/15/18,ech3ax1a,ech,10/17/18,p7,2,11/07/18,n,f,0,,,,,,,,,,,,,,,,
713,gos,10/15/18,ech3ax1a,ech,10/17/18,p7,2,11/07/18,n,f,0,,,,,,,,,,,,,,,,
714,gos,10/15/18,ech3ax1a,ech,10/17/18,p7,2,11/07/18,y,f,3,,,,,,,,,,,,,,,,
715,gos,10/15/18,ech3ax1a,ech,10/17/18,p7,2,11/07/18,y,f,2,,,,,,,,,,,,,,,,
716,gos,10/12/18,boo11bx1a,boo,10/17/18,p42,4,11/07/18,n,f,0,,,,,,,,,,,,,,,,
717,gos,10/12/18,boo11bx1a,boo,10/17/18,p42,4,11/07/18,y,f,1,,,,,,,,,,,,,,,,
718,gos,10/12/18,boo11bx1a,boo,10/17/18,p42,4,11/07/18,n,f,0,,,,,,,,,,,,,,,,
719,gos,10/12/18,boo11bx1a,boo,10/17/18,p42,4,11/07/18,y,m,1,,,,,,,,,,,,,,,,
720,gos,10/12/18,boo11bx1a,boo,10/17/18,p42,4,11/07/18,y,m,1,,,,,,,,,,,,,,,,
721,gos,10/12/18,boo11bx1a,boo,10/17/18,p42,4,11/07/18,y,f,2,,,,,,,,,,,,,,,,
722,gos,10/12/18,boo11bx1a,boo,10/17/18,p42,4,11/07/18,y,f,3,,,,,,,,,,,,,,,,
723,gos,10/12/18,boo11bx1a,boo,10/17/18,p42,4,11/07/18,n,f,0,,,,,,,,,,,,,,,,
724,gos,10/12/18,boo11bx1a,boo,10/17/18,p42,4,11/07/18,n,m,0,,,,,,,,,,,,,,,,
725,ech,10/15/18,ech27ax31a,ech,10/17/18,p47,2,11/07/18,y,f,1,,,,,,,,,,,,,,,,
726,ech,10/15/18,ech27ax31a,ech,10/17/18,p47,2,11/07/18,n,f,0,,,,,,,,,,,,,,,,
727,ech,10/15/18,ech27ax31a,ech,10/17/18,p47,2,11/07/18,n,f,0,,,,,,,,,,,,,,,,
728,ech,10/15/18,ech27ax31a,ech,10/17/18,p47,2,11/07/18,n,m,0,,,,,,,,,,,,,,,,
729,ech,10/15/18,ech27ax31a,ech,10/17/18,p47,2,11/07/18,y,f,1,,,,,,,,,,,,,,,,
730,ech,10/15/18,ech27ax31a,ech,10/17/18,p47,2,11/07/18,n,f,0,,,,,,,,,,,,,,,,
731,ech,10/15/18,ech27ax31a,ech,10/17/18,p47,2,11/07/18,y,f,1,,,,,,,,,,,,,,,,
732,lau,10/11/18,g7ax1a,gos,10/17/18,p47,4,11/07/18,n,f,0,,,,,,,,,,,,,,,,
733,lau,10/11/18,g7ax1a,gos,10/17/18,p47,4,11/07/18,n,f,0,,,,,,,,,,,,,,,,
734,lau,10/11/18,g7ax1a,gos,10/17/18,p47,4,11/07/18,n,f,0,,,,,,,,,,,,,,,,
735,lau,10/11/18,g7ax1a,gos,10/17/18,p47,4,11/07/18,n,f,0,,,,,,,,,,,,,,,,
736,lau,10/11/18,g7ax1a,gos,10/17/18,p47,4,11/07/18,n,f,0,,,,,,,,,,,,,,,,
737,lau,10/11/18,g7ax1a,gos,10/17/18,p47,4,11/07/18,n,f,0,,,,,,,,,,,,,,,,
738,lau,10/11/18,g7ax1a,gos,10/17/18,p47,4,11/07/18,n,f,0,,,,,,,,,,,,,,,,
739,lau,10/11/18,g7ax1a,gos,10/17/18,p47,4,11/07/18,n,f,0,,,,,,,,,,,,,,,,
740,lau,10/11/18,g7ax1a,gos,10/17/18,p47,4,11/07/18,n,f,0,,,,,,,,,,,,,,,,
741,gos,10/15/18,boobulk,boo,10/17/18,p47,5,11/07/18,y,f,2,,,,,,,,,,,,,,,,
742,gos,10/15/18,boobulk,boo,10/17/18,p47,5,11/07/18,y,f,2,,,,,,,,,,,,,,,,
743,gos,10/15/18,boobulk,boo,10/17/18,p47,5,11/07/18,y,f,2,,,,,,,,,,,,,,,,
744,gos,10/15/18,boobulk,boo,10/17/18,p47,5,11/07/18,y,f,2,,,,,,,,,,,,,,,,
745,gos,10/15/18,boobulk,boo,10/17/18,p47,5,11/07/18,y,f,2,,,,,,,,,,,,,,,,
746,gos,10/15/18,boobulk,boo,10/17/18,p47,5,11/07/18,n,m,0,,,,,,,,,,,,,,,,
747,gos,10/15/18,boobulk,boo,10/17/18,p47,5,11/07/18,y,f,1,,,,,,,,,,,,,,,,
748,ech,10/14/18,boobulk,boo,10/17/18,p4,4,11/07/18,y,f,1,,,,,,,,,,,,,,,,
749,ech,10/14/18,boobulk,boo,10/17/18,p4,4,11/07/18,y,f,1,,,,,,,,,,,,,,,,
750,ech,10/14/18,boobulk,boo,10/17/18,p4,4,11/07/18,y,m,2,,,,,,,,,,,,,,,,
751,ech,10/14/18,boobulk,boo,10/17/18,p4,4,11/07/18,y,f,2,,,,,,,,,,,,,,,,
752,ech,10/14/18,boobulk,boo,10/17/18,p4,4,11/07/18,y,f,2,,,,,,,,,,,,,,,,
753,ech,10/14/18,boobulk,boo,10/17/18,p4,4,11/07/18,y,f,2,,,,,,,,,,,,,,,,
754,ech,10/14/18,boobulk,boo,10/17/18,p4,4,11/07/18,y,f,1,,,,,,,,,,,,,,,,
755,ech,10/14/18,boobulk,boo,10/17/18,p4,4,11/07/18,y,f,1,,,,,,,,,,,,,,,,
756,gos,10/14/18,boo11bx1a,boo,10/17/18,p4,5,11/07/18,y,f,1,,,,,,,,,,,,,,,,
757,gos,10/14/18,boo11bx1a,boo,10/17/18,p4,5,11/07/18,n,f,0,,,,,,,,,,,,,,,,
758,gos,10/14/18,boo11bx1a,boo,10/17/18,p4,5,11/07/18,n,f,0,,,,,,,,,,,,,,,,
759,gos,10/14/18,boo11bx1a,boo,10/17/18,p4,5,11/07/18,y,f,4,,,,,,,,,,,,,,,,
760,gos,10/14/18,boo11bx1a,boo,10/17/18,p4,5,11/07/18,y,f,2,,,,,,,,,,,,,,,,
761,gos,10/14/18,boo11bx1a,boo,10/17/18,p4,5,11/07/18,y,f,1,,,,,,,,,,,,,,,,
762,lau,10/11/18,echbulk,ech,10/17/18,p38,1,11/07/18,n,f,0,,,,,,,,,,,,,,,,
763,lau,10/11/18,echbulk,ech,10/17/18,p38,1,11/07/18,n,f,0,,,,,,,,,,,,,,,,
764,lau,10/11/18,echbulk,ech,10/17/18,p38,1,11/07/18,n,m,0,,,,,,,,,,,,,,,,
765,lau,10/11/18,echbulk,ech,10/17/18,p38,1,11/07/18,n,f,0,,,,,,,,,,,,,,,,
766,lau,10/11/18,echbulk,ech,10/17/18,p38,1,11/07/18,y,m,1,,,,,,,,,,,,,,,,
767,lau,10/11/18,echbulk,ech,10/17/18,p38,1,11/07/18,y,f,1,,,,,,,,,,,,,,,,
768,lau,10/11/18,echbulk,ech,10/17/18,p38,1,11/07/18,n,f,0,,,,,,,,,,,,,,,,
769,ech,10/15/18,boo11bx1a,boo,10/17/18,p38,2,11/07/18,y,f,3,,,,,,,,,,,,,,,,
770,ech,10/15/18,boo11bx1a,boo,10/17/18,p38,2,11/07/18,y,f,1,,,,,,,,,,,,,,,,
771,ech,10/15/18,boo11bx1a,boo,10/17/18,p38,2,11/07/18,y,f,1,,,,,,,,,,,,,,,,
772,ech,10/15/18,boo11bx1a,boo,10/17/18,p38,2,11/07/18,y,f,2,,,,,,,,,,,,,,,,
773,ech,10/15/18,boo11bx1a,boo,10/17/18,p38,2,11/07/18,n,f,0,,,,,,,,,,,,,,,,
774,ech,10/15/18,boo11bx1a,boo,10/17/18,p38,2,11/07/18,n,f,0,,,,,,,,,,,,,,,,
775,ech,10/15/18,boo11bx1a,boo,10/17/18,p38,2,11/07/18,y,f,4,,,,,,,,,,,,,,,,
776,ech,10/15/18,boo11bx1a,boo,10/17/18,p38,2,11/07/18,n,f,0,,,,,,,,,,,,,,,,
777,ech,10/15/18,boo11bx1a,boo,10/17/18,p38,2,11/07/18,y,f,4,,,,,,,,,,,,,,,,
778,gos,10/15/18,boo2ax2c,boo,10/17/18,p38,5,11/07/18,y,f,1,,,,,,,,,,,,,,,,
779,gos,10/15/18,boo2ax2c,boo,10/17/18,p38,5,11/07/18,y,f,2,,,,,,,,,,,,,,,,
780,gos,10/15/18,boo2ax2c,boo,10/17/18,p38,5,11/07/18,y,f,3,,,,,,,,,,,,,,,,
781,gos,10/15/18,boo2ax2c,boo,10/17/18,p38,5,11/07/18,n,f,0,,,,,,,,,,,,,,,,
782,gos,10/15/18,boo2ax2c,boo,10/17/18,p38,5,11/07/18,y,m,2,,,,,,,,,,,,,,,,
783,gos,10/15/18,boo2ax2c,boo,10/17/18,p38,5,11/07/18,y,f,1,,,,,,,,,,,,,,,,
784,gos,10/15/18,boo2ax2c,boo,10/17/18,p38,5,11/07/18,y,f,3,,,,,,,,,,,,,,,,
785,gos,10/15/18,boo2ax2c,boo,10/17/18,p38,5,11/07/18,n,f,0,,,,,,,,,,,,,,,,
786,gos,10/15/18,boo2ax2c,boo,10/17/18,p38,5,11/07/18,y,f,2,,,,,,,,,,,,,,,,
787,gos,10/15/18,boo2ax2c,boo,10/17/18,p38,5,11/07/18,n,f,0,,,,,,,,,,,,,,,,
788,gos,10/12/18,ech3ax1a,ech,10/17/18,p22,3,11/07/18,n,f,0,,,,,,,,,,,,,,,,
789,gos,10/12/18,ech3ax1a,ech,10/17/18,p22,3,11/07/18,n,m,0,,,,,,,,,,,,,,,,
790,gos,10/12/18,ech3ax1a,ech,10/17/18,p22,3,11/07/18,n,f,0,,,,,,,,,,,,,,,,
791,gos,10/12/18,ech3ax1a,ech,10/17/18,p22,3,11/07/18,n,f,0,,,,,,,,,,,,,,,,
792,gos,10/12/18,ech3ax1a,ech,10/17/18,p22,3,11/07/18,y,f,1,,,,,,,,,,,,,,,,
793,gos,10/12/18,ech3ax1a,ech,10/17/18,p22,3,11/07/18,n,f,0,,,,,,,,,,,,,,,,
794,gos,10/12/18,ech3ax1a,ech,10/17/18,p22,3,11/07/18,n,f,0,,,,,,,,,,,,,,,,
795,gos,10/12/18,ech3ax1a,ech,10/17/18,p22,3,11/07/18,n,f,0,,,,,,,,,,,,,,,,
796,gos,10/15/18,ech3ax1a,ech,10/17/18,p1,1,11/07/18,y,f,1,,,,,,,,,,,,,,,,
797,gos,10/15/18,ech3ax1a,ech,10/17/18,p1,1,11/07/18,y,f,2,,,,,,,,,,,,,,,,
798,gos,10/15/18,ech3ax1a,ech,10/17/18,p1,1,11/07/18,y,f,2,,,,,,,,,,,,,,,,
799,gos,10/15/18,ech3ax1a,ech,10/17/18,p1,1,11/07/18,n,f,0,,,,,,,,,,,,,,,,
800,gos,10/15/18,ech3ax1a,ech,10/17/18,p1,1,11/07/18,y,f,2,,,,,,,,,,,,,,,,
801,gos,10/15/18,ech3ax1a,ech,10/17/18,p1,1,11/07/18,y,f,1,,,,,,,,,,,,,,,,
802,gos,10/15/18,ech3ax1a,ech,10/17/18,p1,1,11/07/18,y,m,2,,,,,,,,,,,,,,,,
803,gos,10/15/18,ech3ax1a,ech,10/17/18,p1,1,11/07/18,n,f,0,,,,,,,,,,,,,,,,
804,gos,10/15/18,ech3ax1a,ech,10/17/18,p1,1,11/07/18,y,f,2,,,,,,,,,,,,,,,,
805,lau,10/9/18,ech3ax1a,ech,10/18/18,p33,1,11/8/18,y,f,1,,,,,,,,,,,,,,,,
806,lau,10/9/18,ech3ax1a,ech,10/18/18,p33,1,11/8/18,y,f,1,,,,,,,,,,,,,,,,
807,lau,10/9/18,ech3ax1a,ech,10/18/18,p33,1,11/8/18,n,f,0,,,,,,,,,,,,,,,,
808,lau,10/9/18,ech3ax1a,ech,10/18/18,p33,1,11/8/18,n,f,0,,,,,,,,,,,,,,,,
809,lau,10/9/18,ech3ax1a,ech,10/18/18,p33,1,11/8/18,n,f,0,,,,,,,,,,,,,,,,
810,lau,10/9/18,ech3ax1a,ech,10/18/18,p33,1,11/8/18,n,f,0,,,,,,,,,,,,,,,,
811,lau,10/9/18,ech3ax1a,ech,10/18/18,p33,1,11/8/18,n,f,0,,,,,,,,,,,,,,,,
812,lau,10/9/18,ech3ax1a,ech,10/18/18,p33,1,11/8/18,n,f,0,,,,,,,,,,,,,,,,
813,rob,10/5/18,ech27ax31a,ech,10/18/18,p33,4,11/8/18,n,f,0,,,,,,,,,,,,,,,,
814,lau,10/9/18,ech27ax31a,ech,10/18/18,p22,6,11/8/18,n,m,0,,,,,,,,,,,,,,,,
815,lau,10/9/18,ech27ax31a,ech,10/18/18,p22,6,11/8/18,n,f,0,,,,,,,,,,,,,,,,
816,lau,10/9/18,ech27ax31a,ech,10/18/18,p22,6,11/8/18,n,f,0,,,,,,,,,,,,,,,,
817,lau,10/9/18,ech27ax31a,ech,10/18/18,p22,6,11/8/18,n,f,0,,,,,,,,,,,,,,,,
818,lau,10/9/18,ech27ax31a,ech,10/18/18,p22,6,11/8/18,y,f,3,,,,,,,,,,,,,,,,
819,lau,10/9/18,ech27ax31a,ech,10/18/18,p22,6,11/8/18,n,f,0,,,,,,,,,,,,,,,,
820,lau,10/9/18,ech27ax31a,ech,10/18/18,p22,6,11/8/18,n,f,0,,,,,,,,,,,,,,,,
821,lau,10/9/18,ech27ax31a,ech,10/18/18,p22,6,11/8/18,n,f,0,,,,,,,,,,,,,,,,
822,lau,10/9/18,ech27ax31a,ech,10/18/18,p22,6,11/8/18,n,f,0,,,,,,,,,,,,,,,,
823,lau,10/11/18,ech3ax1a,ech,10/18/18,p9,2,11/8/18,n,f,0,,,,,,,,,,,,,,,,
824,lau,10/11/18,ech3ax1a,ech,10/18/18,p9,2,11/8/18,n,f,0,,,,,,,,,,,,,,,,
825,lau,10/11/18,ech3ax1a,ech,10/18/18,p9,2,11/8/18,y,f,1,,,,,,,,,,,,,,,,
826,lau,10/11/18,ech3ax1a,ech,10/18/18,p9,2,11/8/18,y,m,1,,,,,,,,,,,,,,,,
827,lau,10/11/18,ech3ax1a,ech,10/18/18,p9,2,11/8/18,n,f,0,,,,,,,,,,,,,,,,
828,lau,10/11/18,ech3ax1a,ech,10/18/18,p9,2,11/8/18,n,f,0,,,,,,,,,,,,,,,,
829,lau,10/11/18,ech3ax1a,ech,10/18/18,p9,2,11/8/18,n,f,0,,,,,,,,,,,,,,,,
830,lau,10/11/18,ech3ax1a,ech,10/18/18,p9,2,11/8/18,n,f,0,,,,,,,,,,,,,,,,
831,lau,10/11/18,ech3ax1a,ech,10/18/18,p9,2,11/8/18,n,f,0,,,,,,,,,,,,,,,,
832,gos,10/14/18,g10ax12a,gos,10/18/18,p9,5,11/8/18,n,f,0,,,,,,,,,,,,,,,,
833,gos,10/14/18,g10ax12a,gos,10/18/18,p9,5,11/8/18,n,f,0,,,,,,,,,,,,,,,,
834,gos,10/14/18,g10ax12a,gos,10/18/18,p9,5,11/8/18,y,f,1,,,,,,,,,,,,,,,,
835,gos,10/14/18,g10ax12a,gos,10/18/18,p9,5,11/8/18,n,f,0,,,,,,,,,,,,,,,,
836,gos,10/14/18,g10ax12a,gos,10/18/18,p9,5,11/8/18,y,f,3,,,,,,,,,,,,,,,,
837,gos,10/14/18,g10ax12a,gos,10/18/18,p9,5,11/8/18,y,f,2,,,,,,,,,,,,,,,,
838,gos,10/14/18,g10ax12a,gos,10/18/18,p9,5,11/8/18,y,f,2,,,,,,,,,,,,,,,,
839,lau,10/11/18,ech27ax31a,ech,10/18/18,p48,2,11/8/18,n,f,0,,,,,,,,,,,,,,,,
840,lau,10/11/18,ech27ax31a,ech,10/18/18,p48,2,11/8/18,n,f,0,,,,,,,,,,,,,,,,
841,lau,10/11/18,ech27ax31a,ech,10/18/18,p48,2,11/8/18,n,f,0,,,,,,,,,,,,,,,,
842,lau,10/11/18,ech27ax31a,ech,10/18/18,p48,2,11/8/18,n,f,0,,,,,,,,,,,,,,,,
843,lau,10/11/18,ech27ax31a,ech,10/18/18,p48,2,11/8/18,n,m,0,,,,,,,,,,,,,,,,
844,lau,10/11/18,ech27ax31a,ech,10/18/18,p48,2,11/8/18,n,f,0,,,,,,,,,,,,,,,,
845,lau,10/11/18,ech27ax31a,ech,10/18/18,p48,2,11/8/18,n,f,0,,,,,,,,,,,,,,,,
846,lau,10/11/18,ech27ax31a,ech,10/18/18,p48,2,11/8/18,n,f,0,,,,,,,,,,,,,,,,
847,lau,10/9/18,ech3ax1a,ech,10/18/18,p29,2,11/8/18,n,f,0,,,,,,,,,,,,,,,,
848,lau,10/9/18,ech3ax1a,ech,10/18/18,p29,2,11/8/18,n,f,0,,,,,,,,,,,,,,,,
849,lau,10/9/18,ech3ax1a,ech,10/18/18,p29,2,11/8/18,n,f,0,,,,,,,,,,,,,,,,
850,lau,10/9/18,ech3ax1a,ech,10/18/18,p29,2,11/8/18,n,m,0,,,,,,,,,,,,,,,,
851,lau,10/9/18,ech3ax1a,ech,10/18/18,p29,2,11/8/18,n,f,0,,,,,,,,,,,,,,,,
852,lau,10/9/18,ech3ax1a,ech,10/18/18,p29,2,11/8/18,n,f,0,,,,,,,,,,,,,,,,
853,lau,10/9/18,ech3ax1a,ech,10/18/18,p29,2,11/8/18,n,m,0,,,,,,,,,,,,,,,,
854,lau,10/9/18,ech3ax1a,ech,10/18/18,p29,2,11/8/18,n,m,0,,,,,,,,,,,,,,,,
855,gos,10/15/18,g10ax12a,gos,10/18/18,p29,6,11/8/18,y,f,1,,,,,,,,,,,,,,,,
856,gos,10/15/18,g10ax12a,gos,10/18/18,p29,6,11/8/18,y,f,2,,,,,,,,,,,,,,,,
857,gos,10/15/18,g10ax12a,gos,10/18/18,p29,6,11/8/18,y,f,1,,,,,,,,,,,,,,,,
858,gos,10/15/18,g10ax12a,gos,10/18/18,p29,6,11/8/18,y,f,2,,,,,,,,,,,,,,,,
859,gos,10/15/18,g10ax12a,gos,10/18/18,p29,6,11/8/18,n,f,0,,,,,,,,,,,,,,,,
860,gos,10/15/18,g10ax12a,gos,10/18/18,p29,6,11/8/18,n,f,0,,,,,,,,,,,,,,,,
861,lau,10/11/18,boo11bx1a,boo,10/18/18,p7,6,11/8/18,n,f,0,,,,,,,,,,,,,,,,
862,lau,10/11/18,boo11bx1a,boo,10/18/18,p7,6,11/8/18,n,f,0,,,,,,,,,,,,,,,,
863,lau,10/11/18,boo11bx1a,boo,10/18/18,p7,6,11/8/18,n,f,0,,,,,,,,,,,,,,,,
864,lau,10/11/18,boo11bx1a,boo,10/18/18,p7,6,11/8/18,n,m,0,,,,,,,,,,,,,,,,
865,lau,10/11/18,boo11bx1a,boo,10/18/18,p7,6,11/8/18,n,f,0,,,,,,,,,,,,,,,,
866,lau,10/11/18,boo11bx1a,boo,10/18/18,p7,6,11/8/18,y,f,1,,,,,,,,,,,,,,,,
867,lau,10/11/18,boo11bx1a,boo,10/18/18,p7,6,11/8/18,y,m,2,,,,,,,,,,,,,,,,
868,lau,10/11/18,boo11bx1a,boo,10/18/18,p43,1,11/8/18,n,f,0,,,,,,,,,,,,,,,,
869,lau,10/11/18,boo11bx1a,boo,10/18/18,p43,1,11/8/18,n,f,0,,,,,,,,,,,,,,,,
870,lau,10/11/18,boo11bx1a,boo,10/18/18,p43,1,11/8/18,n,m,0,,,,,,,,,,,,,,,,
871,lau,10/11/18,boo11bx1a,boo,10/18/18,p43,1,11/8/18,n,m,0,,,,,,,,,,,,,,,,
872,ech,10/18/18,boo2ax2c,boo,10/18/18,p43,2,11/8/18,y,f,1,,,,,,,,,,,,,,,,
873,ech,10/18/18,boo2ax2c,boo,10/18/18,p43,2,11/8/18,y,f,1,,,,,,,,,,,,,,,,
874,ech,10/18/18,boo2ax2c,boo,10/18/18,p43,2,11/8/18,y,f,1,,,,,,,,,,,,,,,,
875,ech,10/18/18,boo2ax2c,boo,10/18/18,p43,2,11/8/18,n,f,0,,,,,,,,,,,,,,,,
876,ech,10/18/18,boo2ax2c,boo,10/18/18,p43,2,11/8/18,y,f,1,,,,,,,,,,,,,,,,
877,ech,10/18/18,boo2ax2c,boo,10/18/18,p43,2,11/8/18,y,f,1,,,,,,,,,,,,,,,,
878,ech,10/18/18,boo2ax2c,boo,10/18/18,p43,2,11/8/18,y,f,1,,,,,,,,,,,,,,,,
879,ech,10/18/18,boo2ax2c,boo,10/18/18,p43,2,11/8/18,n,f,0,,,,,,,,,,,,,,,,
880,ech,10/18/18,boo2ax2c,boo,10/18/18,p43,2,11/8/18,n,f,0,,,,,,,,,,,,,,,,
881,gos,10/15/18,g10ax12a,gos,10/18/18,p43,4,11/8/18,y,m,1,,,,,,,,,,,,,,,,
882,gos,10/15/18,g10ax12a,gos,10/18/18,p43,4,11/8/18,n,f,0,,,,,,,,,,,,,,,,
883,gos,10/15/18,g10ax12a,gos,10/18/18,p43,4,11/8/18,n,f,0,,,,,,,,,,,,,,,,
884,gos,10/15/18,g10ax12a,gos,10/18/18,p43,4,11/8/18,n,f,0,,,,,,,,,,,,,,,,
885,gos,10/15/18,g10ax12a,gos,10/18/18,p43,4,11/8/18,n,f,0,,,,,,,,,,,,,,,,
886,gos,10/15/18,g10ax12a,gos,10/18/18,p43,4,11/8/18,y,f,3,,,,,,,,,,,,,,,,
887,gos,10/15/18,g10ax12a,gos,10/18/18,p43,4,11/8/18,y,f,1,,,,,,,,,,,,,,,,
888,gos,10/15/18,g10ax12a,gos,10/18/18,p43,4,11/8/18,n,f,0,,,,,,,,,,,,,,,,
889,lau,10/11/18,ech27ax31a,ech,10/18/18,p36,4,11/8/18,n,f,0,,,,,,,,,,,,,,,,
890,lau,10/11/18,ech27ax31a,ech,10/18/18,p36,4,11/8/18,n,f,0,,,,,,,,,,,,,,,,
891,lau,10/11/18,ech27ax31a,ech,10/18/18,p36,4,11/8/18,n,f,0,,,,,,,,,,,,,,,,
892,lau,10/11/18,ech27ax31a,ech,10/18/18,p36,4,11/8/18,y,f,1,,,,,,,,,,,,,,,,
893,lau,10/11/18,ech27ax31a,ech,10/18/18,p36,4,11/8/18,n,f,0,,,,,,,,,,,,,,,,
894,lau,10/11/18,ech27ax31a,ech,10/18/18,p36,4,11/8/18,n,f,0,,,,,,,,,,,,,,,,
895,lau,10/11/18,ech27ax31a,ech,10/18/18,p36,4,11/8/18,n,f,0,,,,,,,,,,,,,,,,
896,lau,10/11/18,ech27ax31a,ech,10/18/18,p36,4,11/8/18,n,f,0,,,,,,,,,,,,,,,,
897,lau,10/11/18,ech27ax31a,ech,10/18/18,p36,4,11/8/18,n,f,0,,,,,,,,,,,,,,,,
898,lau,10/11/18,ech27ax31a,ech,10/18/18,p36,4,11/8/18,n,f,0,,,,,,,,,,,,,,,,
899,ech,10/15/18,g10ax12a,gos,10/18/18,p36,6,11/8/18,y,f,3,,,,,,,,,,,,,,,,
900,ech,10/15/18,g10ax12a,gos,10/18/18,p36,6,11/8/18,n,f,0,,,,,,,,,,,,,,,,
901,ech,10/15/18,g10ax12a,gos,10/18/18,p36,6,11/8/18,n,f,0,,,,,,,,,,,,,,,,
902,ech,10/15/18,g10ax12a,gos,10/18/18,p36,6,11/8/18,n,m,0,,,,,,,,,,,,,,,,
903,ech,10/15/18,g10ax12a,gos,10/18/18,p36,6,11/8/18,n,f,0,,,,,,,,,,,,,,,,
904,ech,10/15/18,g10ax12a,gos,10/18/18,p36,6,11/8/18,n,f,0,,,,,,,,,,,,,,,,
905,ech,10/15/18,g10ax12a,gos,10/18/18,p36,6,11/8/18,n,f,0,,,,,,,,,,,,,,,,
906,ech,10/15/18,g10ax12a,gos,10/18/18,p36,6,11/8/18,y,f,2,,,,,,,,,,,,,,,,
907,lau,10/9/18,ech3ax1a,ech,10/18/18,p15,3,11/8/18,n,f,0,,,,,,,,,,,,,,,,
908,lau,10/9/18,ech3ax1a,ech,10/18/18,p15,3,11/8/18,n,m,0,,,,,,,,,,,,,,,,
909,lau,10/9/18,ech3ax1a,ech,10/18/18,p15,3,11/8/18,y,f,1,,,,,,,,,,,,,,,,
910,lau,10/9/18,ech3ax1a,ech,10/18/18,p15,3,11/8/18,y,f,2,,,,,,,,,,,,,,,,
911,lau,10/9/18,ech3ax1a,ech,10/18/18,p15,3,11/8/18,n,f,0,,,,,,,,,,,,,,,,
912,lau,10/9/18,ech3ax1a,ech,10/18/18,p15,3,11/8/18,y,f,1,,,,,,,,,,,,,,,,
913,gos,10/14/18,g10ax12a,gos,10/18/18,p15,6,11/8/18,y,f,1,,,,,,,,,,,,,,,,
914,gos,10/14/18,g10ax12a,gos,10/18/18,p15,6,11/8/18,n,f,0,,,,,,,,,,,,,,,,
915,gos,10/14/18,g10ax12a,gos,10/18/18,p15,6,11/8/18,y,f,1,,,,,,,,,,,,,,,,
916,gos,10/14/18,g10ax12a,gos,10/18/18,p15,6,11/8/18,n,f,0,,,,,,,,,,,,,,,,
917,gos,10/14/18,g10ax12a,gos,10/18/18,p15,6,11/8/18,n,f,0,,,,,,,,,,,,,,,,
918,gos,10/14/18,g10ax12a,gos,10/18/18,p15,6,11/8/18,n,f,0,,,,,,,,,,,,,,,,
919,gos,10/14/18,g10ax12a,gos,10/18/18,p15,6,11/8/18,n,f,0,,,,,,,,,,,,,,,,
920,gos,10/14/18,g10ax12a,gos,10/18/18,p15,6,11/8/18,y,m,1,,,,,,,,,,,,,,,,
921,ech,10/15/18,boo2ax2c,boo,10/18/18,p42,1,11/8/18,n,f,0,,,,,,,,,,,,,,,,
